2014-06-008-the-power-of-informal-teaching,The Power of Informal Teaching,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-008-the-power-of-informal-teaching-192x108-thumb.jpg,1:13,Powerful teaching moments can occur in settings that are informal and unplanned.
2014-06-015-welcome-to-the-2014-annual-auxiliary-training-relief-society,Welcome to the 2014 Annual Auxiliary Training: Relief Society,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-015-welcome-to-the-2014-annual-auxiliary-training-relief-society-192x108-thumb.jpg,1:58,"As sisters work together in the Relief Society to improve learning and teaching in their lives, they can become instruments in the hands of the Lord by ministering to others in this great work."
2014-06-006-lifelong-learning,Lifelong Learning,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-006-lifelong-learning-192x108-thumb.jpg,1:54,Everyone can continue to learn and study gospel principles no matter what their age or experience in the Church.
2014-06-001-learning-and-teaching-in-the-home-and-the-church-the-home,Learning and Teaching in the Home and the Church - The Home,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-001-learning-and-teaching-in-the-home-and-the-church-the-home-192x108-thumb.jpg,10:42,The home is a sacred place to learn and teach gospel principles. This informal setting allows daily teaching moments and is focused on meeting the needs of individuals and families.
2014-06-002-learning-and-teaching-in-the-home-and-the-church-the-church,Learning and Teaching in the Home and the Church - The Church,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-002-learning-and-teaching-in-the-home-and-the-church-the-church-192x108-thumb.jpg,13:07,Teaching in Church meetings and classes helps individuals and families learn the doctrine and take the principles into their homes. Effective teachers bear testimony and invite action.
2014-06-005-focusing-on-one-or-two-principles,Focusing on One or Two Principles,http://media.ldscdn.org/images/videos/leadership-training/2014-auxiliary-training/2014-06-005-focusing-on-one-or-two-principles-192x108-thumb.jpg,2:32,Effective teachers choose to focus on one or two ideas rather than pushing to get through too much material. This allows for greater participation and the bearing of testimonies.
2014-01-019-charity-never-faileth,Charity Never Faileth,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-019-charity-never-faileth-216x108-thumb.jpg,3:32,"Charity, the pure love of Christ, exceeds almost all else."
2014-01-030-calming-the-tempest,Calming the Tempest,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-030-calming-the-tempest-192x108-thumb.jpg,2:17,The disciples' faith is tested before Jesus calms the stormy sea.
2014-01-024-wherefore-didst-thou-doubt,Wherefore Didst Thou Doubt?,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-024-wherefore-didst-thou-doubt-216x108-thumb.jpg,2:07,"Jesus walks on water, and bids Peter to come unto Him."
2014-01-023-the-feeding-of-the-5000,The Feeding of the 5000,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-023-the-feeding-of-the-5000-216x108-thumb.jpg,2:52,Jesus provides a meal for 5000 people with only 5 loaves of bread and two fishes.
2014-01-028-laborers-in-the-vineyard,Laborers in the Vineyard,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-028-laborers-in-the-vineyard-216x108-thumb.jpg,3:00,Jesus gives the parable of the laborers in the Vineyard.
2014-01-027-jesus-declares-the-parable-of-the-wheat-tares-mustard-seed-and-leaven,"Jesus Declares the Parable of the Wheat & Tares, Mustard Seed, and Leaven",http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-027-jesus-declares-the-parable-of-the-wheat-tares-mustard-seed-and-leaven-192x108-thumb.jpg,2:15,Jesus uses parables to teach a crowd of people about the kingdom of heaven.
2014-01-029-parable-of-the-sower,Parable of the Sower,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-029-parable-of-the-sower-192x108-thumb.jpg,4:36,Jesus explains why he teaches with parables and gives the parable of the sower to a multitude gathered on the seashore.
2014-01-021-widow-of-nain,Widow Of Nain,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-021-widow-of-nain-216x108-thumb.jpg,2:22,Jesus raises the son of the widow of Nain from death.
2014-01-026-lazarus-is-raised-from-the-dead,Lazarus is Raised from the Dead,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-026-lazarus-is-raised-from-the-dead-192x108-thumb.jpg,7:51,Jesus testifies that He is the resurrection and the life. He raises Lazarus from the dead that His disciples may believe.
2014-01-020-i-have-kept-the-faith,I Have Kept the Faith,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-020-i-have-kept-the-faith-216x108-thumb.jpg,1:48,Paul endures to the end and gives a solemn charge to preach the gospel in a day of apostasy.
2014-01-022-christs-authority-is-questioned,Christ's Authority is Questioned,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-022-christs-authority-is-questioned-216x108-thumb.jpg,2:37,Christ's authority is questioned by the chief priests and elders. He relates the parable of the two sons to them.
2014-01-025-feed-my-sheep,Feed My Sheep,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-025-feed-my-sheep-192x108-thumb.jpg,5:45,Jesus shows Himself to His disciples and implores Peter to feed His sheep.
2014-01-012-the-martyrdom-of-stephen,The Martyrdom of Stephen,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-012-the-martyrdom-of-stephen-216x108-thumb.jpg,5:15,Stephen is taken before the Sanhedrin and falsely accused of blasphemy. His face shines like the face of an angel. He has a vision of the Father and the Son. He is martyred for his convictions as Saul watches.
2014-01-015-we-are-the-offspring-of-god,We Are the Offspring of God,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-015-we-are-the-offspring-of-god-216x108-thumb.jpg,4:26,"Paul preaches to Athenians on Mars Hill and identifies their ""unknown god"" as the Father of us all. He testifies that we all are children of God."
2014-01-010-the-risen-lord-appears-to-the-apostles,The Risen Lord Appears to the Apostles,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-010-the-risen-lord-appears-to-the-apostles-216x108-thumb.jpg,2:19,The resurrected Christ appears to the apostles and tells them “Peace be unto you!” They touch His hands and feet and He eats with them. He tells them He will send them as His father sent Him.
2014-01-007-to-this-end-was-i-born,To This End Was I Born,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-007-to-this-end-was-i-born-216x108-thumb.jpg,4:35,"Jesus Christ, the only begotten Son of God, and King of the Jews, was born to offer Himself as a sacrifice to atone for the sins of mankind. -Easter Part 1"
2014-01-014-the-jerusalem-conference,The Jerusalem Conference,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-014-the-jerusalem-conference-216x108-thumb.jpg,3:32,Peter and James speak to the Saints in Jerusalem to convince them that the Gentile converts are not subject to the requirements of the Law of Moses.
2014-01-008-my-kingdom-is-not-of-this-world,My Kingdom Is Not of This World,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-008-my-kingdom-is-not-of-this-world-216x108-thumb.jpg,5:23,"Jesus is persecuted, mocked and crucified. His followers mourn, and find the tomb empty on the third day. The Son of God breaks the bands of death and ascends to His Father in Heaven. -Easter Part 2"
2014-01-011-blessed-are-they-that-have-not-seen-and-yet-have-believed,"Blessed Are They That Have Not Seen, and Yet Have Believed",http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-011-blessed-are-they-that-have-not-seen-and-yet-have-believed-216x108-thumb.jpg,2:29,"Thomas, one of the twelve, doubts the appearance of the risen Lord. Christ appears, and tells him, “Blessed are those who have not seen, and yet have believed.”"
2014-01-018-be-of-good-cheer,Be of Good Cheer,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-018-be-of-good-cheer-216x108-thumb.jpg,1:32,Paul is comforted and told by the Lord that he must bear witness of Him in Rome.
2014-01-017-unity-of-the-faith,Unity of the Faith,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-017-unity-of-the-faith-216x108-thumb.jpg,3:32,"Paul writes of one Lord, one faith, one baptism and one Father. Christ appointed apostles, prophets, and teachers to help unify and perfect the saints."
2014-01-013-the-road-to-damascus,The Road to Damascus,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-013-the-road-to-damascus-216x108-thumb.jpg,5:21,"Saul takes his journey to Damascus. While on the road, Jesus appears to Saul. He is blinded by the event. Ananias restores Saul’s sight. Saul is baptized."
2014-01-009-christ-appears-on-the-road-to-emmaus,Christ Appears on the Road to Emmaus,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-009-christ-appears-on-the-road-to-emmaus-216x108-thumb.jpg,3:32,"The resurrected Christ walks with two men on the road to Emmaus. He blesses and breaks bread with them, and then vanishes from sight. Their hearts burned within them."
2014-01-016-ye-are-no-more-strangers,Ye Are No More Strangers,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-016-ye-are-no-more-strangers-216x108-thumb.jpg,2:27,Paul teaches that the atonement of Jesus Christ is available for all of God's children.
2014-01-001-the-parable-of-the-talents,The Parable of the Talents,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-001-the-parable-of-the-talents-216x108-thumb.jpg,3:03,Jesus declares the parable of the talents.
2011-10-063-jesus-declares-the-parable-of-the-lost-sheep-eng,Jesus Declares the Parable of the Lost Sheep,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-063-jesus-declares-the-parable-of-the-lost-sheep-216x108-thumb.jpg,2:14,Jesus teaches there shall be joy in heaven over one repentant sinner.
2014-01-005-christ-and-the-rich-young-ruler,Christ and the Rich Young Ruler,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-005-christ-and-the-rich-young-ruler-216x108-thumb.jpg,2:26,"Jesus Christ, the Son of God, teaches a rich man how to gain eternal life."
2011-10-064-suffer-the-little-children-to-come-unto-me,Suffer the Little Children to Come unto Me,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-064-suffer-the-little-children-to-come-unto-me-216x108-thumb.jpg,2:40,"Jesus invites little children to come unto him, and teaches how to gain eternal life."
2014-01-006-a-house-divided,A House Divided,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-006-a-house-divided-216x108-thumb.jpg,5:57,"The Son of God declares that blasphemy against the Holy Ghost shall not be forgiven, and that a house divided against itself shall fall."
2014-01-004-the-naming-of-john-the-baptist,The Naming of John the Baptist,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-004-the-naming-of-john-the-baptist-216x108-thumb.jpg,3:42,John the Baptist is born. Zacharias prophesies of John’s mission to prepare the way for the Son of God.
2014-01-002-the-ten-virgins,The Ten Virgins,/bc/content/ldsorg/media-library/video/images/2014-01-002-the-ten-virgins-216x108-thumb.jpg,1:40,Jesus declares the parable of the ten virgins.
2011-10-067-the-nativity,The Nativity,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-067-the-nativity-216x108-thumb.jpg,7:52,Mary conceives by the power of the Holy Ghost – Heavenly messengers herald the birth of Jesus in Bethlehem.
2014-01-003-young-jesus-teaches-in-the-temple,Young Jesus Teaches in the Temple,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos-2014/2014-01-003-young-jesus-teaching-in-the-temple-216x108-thumb.jpg,2:29,"Mary and Joseph find Jesus about His father's business, teaching in the temple."
2011-10-066-jesus-heals-a-man-born-blind,Jesus Heals a Man Born Blind,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-066-jesus-heals-a-man-born-blind-216x108-thumb.jpg,7:47,"On the sabbath day, Jesus heals a man born blind."
2011-10-065-jesus-teaches-that-we-must-become-as-little-children,Jesus Teaches that We Must Become as Little Children,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-065-jesus-teaches-that-we-must-become-as-little-children-216x108-thumb.jpg,3:06,Those who humble themselves as little children are the greatest in the kingdom of heaven.
2011-10-068-ye-have-done-it-unto-me,Ye Have Done it Unto Me,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-068-ye-have-done-it-unto-me-216x108-thumb.jpg,3:14,Jesus declares the parable of the sheep and the goats.
2011-10-056-forgive-70-times-7-eng,Forgive 70 Times 7,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-056-forgive-70-times-7-216x108-thumb.jpg,3:24,Jesus explains how we are to treat our offending brethren.
2011-10-053-jesus-declares-the-parable-of-the-wheat-and-the-tares-eng,Jesus Declares the Parable of the Wheat and the Tares,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-053-jesus-declares-the-parable-of-the-wheat-and-the-tares-216x108-thumb.jpg,1:17,Jesus declares the parable of the wheat and the tares to the disciples.
2011-10-057-peters-revelation-to-take-the-gospel-to-the-gentiles-eng,Peter's Revelation to Take the Gospel to the Gentiles,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-057-peters-revelation-to-take-the-gospel-to-the-gentiles-216x108-thumb.jpg,9:06,Peter follows the commandment of the Lord to take the gospel to the Gentiles.
2011-10-062-jesus-heals-a-lame-man-on-the-sabbath,Jesus Heals a Lame Man on the Sabbath,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-062-jesus-heals-a-lame-man-on-the-sabbath-216x108-thumb.jpg,2:23,Jesus performs a miracle by healing an invalid on the sabbath day.
2011-10-059-the-good-shepherd-and-other-sheep-i-have-eng,The Good Shepherd and Other Sheep I Have,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-059-the-good-shepherd-and-other-sheep-i-have-216x108-thumb.jpg,3:18,"Jesus is the Good Shepherd. He declares that His Father commanded Him to lay down His life, and take it up again."
2011-10-054-the-kingdom-of-heaven-eng,The Kingdom of Heaven,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-054-the-kingdom-of-heaven-216x108-thumb.jpg,1:49,The kingdom of heaven consists of the just separated out from the wicked.
2011-10-061-seek-ye-the-kingdom-of-god,Seek Ye the Kingdom of God,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-061-seek-first-the-kingdom-of-god-216x108-thumb.jpg,3:55,"Jesus teaches not to lay up for yourselves treasures on earth, but rather to lay up treasures in heaven."
2011-10-055-the-prodigal-son-eng,The Prodigal Son,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-055-the-prodigal-son-216x108-thumb.jpg,5:34,Jesus tells the parable of the prodigal son.
2011-10-051-i-am-the-bread-of-life-eng,I am the Bread of Life,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-051-i-am-the-bread-of-life-216x108-thumb.jpg,6:48,"Jesus teaches He is the bread of life, and how salvation is gained by eating the living bread. Peter testifies that Jesus is the anointed Son of God."
2011-10-058-jesus-acclaims-john-the-baptist-come-unto-me-eng,Jesus Acclaims John the Baptist / Come Unto Me,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-058-jesus-acclaims-john-the-baptist-come-unto-me-216x108-thumb.jpg,5:50,Jesus acclaims John the Baptist; rebukes unbelievers; and declares His burden is light.
2011-10-060-follow-me-and-i-will-make-you-fishers-of-men-eng,"Follow Me, and I Will Make You Fishers of Men",http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-060-follow-me-and-i-will-make-you-fishers-of-men-216x108-thumb.jpg,1:51,"Jesus calls Peter, Andrew, James and John to follow Him."
2011-10-052-the-greatest-commandment-eng,The Greatest Commandment,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-052-the-greatest-commandment-216x108-thumb.jpg,1:51,Jesus declares the first and great commandment is to love God with all your heart.
2011-10-042-for-god-so-loved-the-world,For God So Loved the World,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-042-for-god-so-loved-the-world-216x108-thumb.jpg,4:48,"Give thanks for the Lord Jesus Christ: His life, His atoning sacrifice, and His resurrection."
2011-10-050-whosoever-will-lose-his-life-for-my-sake-shall-find-it-eng,Whosoever Will Lose His Life for My Sake Shall Find It,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-050-whosoever-will-lose-his-life-for-my-sake-shall-find-it-216x108-thumb.jpg,1:56,"Jesus foretells of His death and resurrection. After He comes in the glory of His Father, every man shall be rewarded according to their works."
2011-10-043-good-tidings-of-great-joy-the-birth-of-jesus-christ,Good Tidings of Great Joy: The Birth of Jesus Christ,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-043-good-tidings-of-great-joy-the-birth-of-jesus-christ-216x108-thumb.jpg,4:59,Share the good tidings of great joy: that He lives!
2011-10-048-render-unto-caesar-and-unto-god-eng,Render unto Caesar and unto God,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-048-render-unto-caesar-and-unto-god-216x108-thumb.jpg,0:57,"Conspiring men seek to entangle Jesus in His words. Instead, the Savior wittingly teaches them that it is possible to respect civil authority and honor God."
2011-10-041-jesus-declares-i-am-the-light-of-the-world-the-truth-shall-make-you-free-eng,"Jesus Declares: I Am the Light of the World, the Truth Shall Make You Free",http://media.ldscdn.org/thumbnails/2011-10-041-jesus-declares-i-am-the-light-of-the-world-the-truth-shall-make-you-free-138x81.jpg,4:26,"Jesus declares that He is the light of the world, and the Son of God. Whosoever will embrace His gospel and follow Him can be freed from sin."
2011-10-047-peter-and-john-continue-preaching-the-gospel-eng,Peter and John Continue Preaching the Gospel,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-047-peter-and-john-continue-preaching-the-gospel-216x108-thumb.jpg,5:38,"Peter and John continue preaching and healing in the name of Jesus Christ, despite the attempts of the Jewish leaders to stop them."
2011-10-038-jesus-forgives-sins-and-heals-a-man-stricken-with-palsy-eng,Jesus Forgives Sins and Heals a Man Stricken with Palsy,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-038-jesus-forgives-sins-and-heals-a-man-stricken-with-palsy-216x108-thumb.jpg,2:57,Jesus shows that He has power to both forgive sins and heal physical infirmities.
2011-10-045-peter-preaches-and-is-arrested-eng,Peter Preaches and is Arrested,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-045-peter-preaches-and-is-arrested-216x108-thumb.jpg,2:51,Peter and John are arrested for preaching the gospel of Jesus Christ in Jerusalem.
2011-10-044-peter-and-john-heal-a-man-crippled-since-birth-eng,Peter and John Heal a Man Crippled Since Birth,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-044-peter-and-john-heal-a-man-crippled-since-birth-216x108-thumb.jpg,3:21,"With authority from Jesus Christ, Peter and John heal a man crippled since birth."
2011-10-049-thou-art-the-christ-eng,Thou Art the Christ,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-049-thou-art-the-christ-216x108-thumb.jpg,1:30,Peter testifies that Jesus is the Son of God. Jesus declares that He will give the keys of the kingdom to Peter.
2011-10-039-jesus-cleanses-the-temple-eng,Jesus Cleanses the Temple,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-039-jesus-cleanses-the-temple-216x108-thumb.jpg,1:34,Jesus clears worldly merchandise from the temple courts in order to keep the temple a holy place.
2011-10-046-peter-and-john-are-judged-eng,Peter and John Are Judged,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-046-peter-and-john-are-judged-216x108-thumb.jpg,2:51,"Peter and John preach in the name of Jesus Christ, and are brought before the leaders of the Jews for questioning."
2011-10-037-jesus-raises-the-daughter-of-jairus-eng,Jesus Raises the Daughter of Jairus,http://media.ldscdn.org/thumbnails/2011-10-037-jesus-raises-the-daughter-of-jairus-138x81.jpg,3:25,Jesus demonstrates His divine power by raising a young girl from the dead.
2011-10-024-the-baptism-of-jesus,The Baptism of Jesus,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-024-the-baptism-of-jesus-216x108-thumb.jpg,2:54,Jesus seeks out John the Baptist and is baptized in order to fulfill all righteousness.
2011-10-030-jesus-calls-twelve-apostles-to-preach-and-bless-others-eng,Jesus Calls Twelve Apostles to Preach and Bless Others,http://media.ldscdn.org/thumbnails/2011-10-030-jesus-calls-twelve-apostles-to-preach-and-bless-others-138x81.jpg,1:30,Jesus instructs and empowers His original Twelve Apostles.
2011-10-035-sermon-on-the-mount-treasures-in-heaven-eng,Sermon on the Mount: Treasures in Heaven,http://media.ldscdn.org/thumbnails/2011-10-035-sermon-on-the-mount-treasures-in-heaven-138x81.jpg,4:32,"In His Sermon on the Mount, Jesus teaches His disciples what it means to be a compassionate follower of His Gospel."
2011-10-028-jesus-teaches-of-being-born-again-eng,Jesus Teaches of Being Born Again,http://media.ldscdn.org/thumbnails/2011-10-028-jesus-teaches-of-being-born-again-138x81.jpg,5:48,"In the darkness of night, Jesus teaches Nicodemus about the necessity of every person being born again."
2011-10-032-sermon-on-the-mount-the-beatitudes-eng,Sermon on the Mount: The Beatitudes,http://media.ldscdn.org/thumbnails/2011-10-032-sermon-on-the-mount-the-beatitudes-138x81.jpg,2:08,Jesus describes the characteristics of true Christians.
2011-10-036-go-and-sin-no-more-eng,Go and Sin No More,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-036-go-and-sin-no-more-216x108-thumb.jpg,3:21,Jesus teaches about compassion when confronted with a woman accused of adultery.
2011-10-029-jesus-declares-he-is-the-messiah-eng,Jesus Declares He Is the Messiah,http://media.ldscdn.org/thumbnails/2011-10-029-jesus-declares-he-is-the-messiah-138x81.jpg,3:23,"Jesus announces that He is the Messiah prophesied by Isaiah, but is rejected by His neighbors in Nazareth."
2011-10-027-mary-the-mother-of-jesus,"Mary, the Mother of Jesus",http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-027-mary-the-mother-of-jesus-216x108-thumb.jpg,2:26,"Mary was highly favored of God and chosen to be the mother of Jesus Christ. Her humility, devotion, and strength stand as a model for all Christian disciples."
2011-10-031-jesus-heals-a-woman-of-faith-eng,Jesus Heals a Woman of Faith,http://media.ldscdn.org/images/videos/scripture-and-lesson-support/the-life-of-jesus-christ-bible-videos/2011-10-031-jesus-heals-a-woman-of-faith-216x108-thumb.jpg,1:39,"Jesus heals a woman's illness when she, in faith, touches His clothing."
